ASV,Kingdom,Phylum,Class,Order,Family,Genus,Site,Hours,Oxygen,Label,baseMean,log2FoldChange,lfcSE,pvalue,padj
Seq_2711,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Plešné,72 h,Oxic,Labelled,1.3228028256315798,2.1263164961270826,1.4084050914904687,0.0010770422207744077,0.016893173093233373
Seq_688,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,Plešné,72 h,Oxic,Labelled,1.434446434294078,1.8708625613758265,1.2404853541578953,0.0016609336012664495,0.023729972144826597
Seq_3403,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Plešné,72 h,Oxic,Labelled,1.6067133409955467,1.7683503455674616,1.4666788438764196,0.002403876446415174,0.03211846029793607
Seq_737,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila,Plešné,72 h,Oxic,Labelled,1.6924012404745312,1.4942365591990905,1.0595429569980668,0.003868092341216716,0.04853614998587584
Seq_2811,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Plešné,72 h,Oxic,Labelled,1.7569627222214654,2.2766180260058677,1.516140204372425,8.36633753526866e-4,0.013518827716770368
Seq_2151,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,Plešné,72 h,Oxic,Labelled,1.8164079550325591,1.655321149679226,1.1713680156484403,0.0027528144591439504,0.03644322261050202
Seq_3801,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Plešné,72 h,Oxic,Labelled,1.8458176558182486,2.3555269200378715,1.5269128673117092,7.126242530174561e-4,0.01181973330004815
Seq_2712,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Plešné,72 h,Oxic,Labelled,1.9616371374831532,2.2403465299356564,1.4245361169883213,8.431701278650956e-4,0.013518827716770368
Seq_1724,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Plešné,72 h,Oxic,Labelled,1.994678129581136,1.6629032137877389,1.2832819089840841,0.0029826717705722992,0.03877473301743989
Seq_2892,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Plešné,72 h,Oxic,Labelled,2.4538710859807575,1.6864414252236148,0.9617036599566361,0.0016066938095630698,0.023418779466661713
Seq_2220,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Plešné,72 h,Oxic,Labelled,2.556923176040173,2.3894701869530297,1.392419558588054,5.742404770782561e-4,0.009864631052665756
Seq_225,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella,Plešné,72 h,Oxic,Labelled,2.5709870252606994,2.5731431151617126,1.4992887647726052,4.37958368011063e-4,0.007802147222715603
Seq_901,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Plešné,72 h,Oxic,Unlabelled,2.821860925508129,2.1595368805569723,1.2087509674023622,4.166369754577061e-5,0.0387611266167486
Seq_1522,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,Plešné,72 h,Oxic,Labelled,3.3136856292850685,3.9962456258768464,0.85114581944862,1.688679945001386e-7,6.962186173248572e-6
Seq_1646,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Plešné,72 h,Oxic,Labelled,3.3368349520426173,2.121040417152851,0.8777911338534251,1.9940429419361048e-4,0.003888383736775404
Seq_337,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Plešné,72 h,Oxic,Unlabelled,3.452572921794219,2.4239317798726203,1.5824903296681883,1.910499031192613e-5,0.026661013980292917
Seq_1110,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Plešné,72 h,Oxic,Labelled,3.733417060436954,1.3528643236268028,0.5824823756072365,0.001515002779311476,0.02253761866542742
Seq_2026,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Plešné,72 h,Oxic,Labelled,3.833111017866085,2.6954845081989145,0.9541216662523767,4.655018314392933e-5,0.0011195319046115005
Seq_1720,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Plešné,72 h,Oxic,Labelled,4.018379770553279,1.358123620316537,0.5998907346931789,0.0016393852416435905,0.02365632903691701
Seq_818,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,72 h,Oxic,Labelled,4.046209861759218,1.5435099794264264,0.8114692700472443,0.0017139633369456751,0.024197423541959858
Seq_1149,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Plešné,72 h,Oxic,Labelled,4.265864101595443,1.925349729795267,0.7146430106985819,1.329687171940872e-4,0.0026649147070981647
Seq_1553,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Plešné,72 h,Oxic,Labelled,4.489408213304345,2.033372805807342,0.857074034670555,2.484066014999676e-4,0.004595522127749401
Seq_1061,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidicapsa,Plešné,72 h,Oxic,Labelled,4.825748362773909,1.7937054229814298,1.0280157920065276,0.0013348242800631763,0.020490972724799612
Seq_1287,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Plešné,72 h,Oxic,Labelled,4.954624345238291,1.3382645508520306,0.6282287316973949,0.0021863395287618098,0.02948493401872235
Seq_302,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,72 h,Oxic,Labelled,4.972414065976193,2.4038646791684006,1.0824700970001355,2.321200172123387e-4,0.004349989413472789
Seq_1388,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,72 h,Oxic,Labelled,5.0348003962050365,1.3812773158473228,0.654321151657559,0.0019419732316524178,0.02643648465353244
Seq_1654,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Plešné,72 h,Oxic,Labelled,5.207732378607994,2.3814348968500427,1.8400733917034646,5.945553475292422e-4,0.010093451370408195
Seq_826,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisoma,Plešné,72 h,Oxic,Labelled,5.284931125479352,1.7467327665690724,0.5708943147734311,7.754842931075419e-5,0.0016396614483114788
Seq_122,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Plešné,72 h,Oxic,Labelled,5.366840345244176,2.08608890381488,0.8689907499338667,2.1637360731207163e-4,0.0041082515177805175
Seq_2863,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,Plešné,72 h,Oxic,Labelled,5.406126134761831,3.669517129320665,0.8928526131317625,1.2525153767202842e-6,3.910882402453873e-5
Seq_2842,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,Unclassified,Unclassified,Plešné,72 h,Oxic,Labelled,5.767584750148562,3.2601278428540703,0.7093680927720357,2.783968324069124e-7,1.0857476463869584e-5
Seq_1020,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,72 h,Oxic,Labelled,6.511269585105615,2.23745162902933,0.8874138696487525,1.356528755228625e-4,0.0026814671147875426
Seq_361,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Plešné,72 h,Oxic,Unlabelled,6.631795963069992,3.085258146499617,0.931311299579198,2.0737602244574284e-6,0.005787864786460682
Seq_1142,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,Unclassified,Plešné,72 h,Oxic,Labelled,6.707588563544639,3.456538931583803,0.7530146288582842,2.9329407307143543e-7,1.1137456511633719e-5
Seq_1610,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Plešné,72 h,Oxic,Labelled,6.83018245285896,3.4290571181072242,1.5822470502174089,7.840376987767985e-5,0.0016396614483114788
Seq_817,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Plešné,72 h,Oxic,Labelled,6.857987037210915,3.4328927674086116,0.7610609199013012,3.8206360606670175e-7,1.4136353424467965e-5
Seq_1183,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,72 h,Oxic,Labelled,7.125720756814093,2.115484591010044,0.9360156043390712,2.8972824093308485e-4,0.005292124704638499
Seq_2191,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Plešné,72 h,Oxic,Labelled,7.393569093108363,3.7171256392497076,0.8029553524729816,2.4637901691184875e-7,9.875692261216605e-6
Seq_937,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Plešné,72 h,Oxic,Labelled,7.807044752252757,2.4569033242562353,0.8710325005826591,5.318576070940807e-5,0.0012182071857726325
Seq_361,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Plešné,72 h,Oxic,Labelled,8.303948160679976,2.4679642670280044,1.8898770744514557,4.811002990121059e-4,0.008364189535836975
Seq_825,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Arsenicitalea,Plešné,72 h,Oxic,Labelled,8.311487890716162,3.3144657739409955,0.7701727251389167,7.373794628628911e-7,2.595216011978419e-5
Seq_1497,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,72 h,Oxic,Labelled,8.38369082904284,2.4480610699249095,0.8037471668624142,2.9132342072865156e-5,7.375082387920073e-4
Seq_519,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Plešné,72 h,Oxic,Labelled,8.637628292799645,3.958300143668362,1.1131330495231424,4.1894461793366736e-6,1.1853668307417294e-4
Seq_163,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Unclassified,Unclassified,Plešné,72 h,Oxic,Labelled,8.915693184479483,1.4895715859874716,0.3553845529345479,9.55154626158268e-6,2.552385417678483e-4
Seq_161,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Unclassified,Unclassified,Plešné,72 h,Oxic,Labelled,9.879097858639385,1.1983168290257833,0.3899704017561242,7.915881446437346e-4,0.012980246508192147
Seq_1082,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,Plešné,72 h,Oxic,Labelled,10.677317901671707,1.3026713687218092,0.44698169248225056,6.357776583197333e-4,0.010667757685527617
Seq_882,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Elsteraceae,Unclassified,Plešné,72 h,Oxic,Labelled,10.790566791270352,1.2782003854322956,0.3195784907541849,5.915712341921409e-5,0.0013132881399065526
Seq_479,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Plešné,72 h,Oxic,Labelled,10.92684104398483,1.0755305977518965,0.35820496045547096,0.0017439584534745844,0.024197423541959858
Seq_1762,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys,Plešné,72 h,Oxic,Labelled,11.276731236627713,3.2949608629290794,0.5607153581466424,1.6249831168660628e-9,9.379402550550914e-8
Seq_678,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Plešné,72 h,Oxic,Labelled,11.298941547934028,1.0845167474426776,0.35402841791096556,0.0014882341284560687,0.022370019243355282
Seq_682,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,Plešné,72 h,Oxic,Labelled,12.360104642872832,0.9369191581853448,0.3025815900309953,0.003178523800126061,0.04095187360340987
Seq_164,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila,Plešné,72 h,Oxic,Labelled,12.530375273344605,2.1217615939879595,0.5280910180077623,1.7162245565443408e-6,5.1594000731114247e-5
Seq_405,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Plešné,72 h,Oxic,Labelled,13.723790837883373,1.2069496792915675,0.2872365338204179,5.4331341981277015e-5,0.0012250019762341051
Seq_202,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Unclassified,Plešné,72 h,Oxic,Labelled,14.386868103973013,1.2969063891666854,0.41346342212699766,4.150479096063515e-4,0.007486426669524565
Seq_1734,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,Unclassified,Plešné,72 h,Oxic,Labelled,14.65112448760375,2.7899719692292306,0.4636872431909973,5.198355786911789e-10,3.572013047863672e-8
Seq_378,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Plešné,72 h,Oxic,Labelled,14.788207207283014,2.7570129470733447,0.49181538925010077,3.3677987794270887e-9,1.7999013476715885e-7
Seq_304,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,Plešné,72 h,Oxic,Labelled,14.834412801752592,0.9557290409619359,0.3244210697460002,0.003680504946299788,0.04658744418868942
Seq_499,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,Plešné,72 h,Oxic,Labelled,14.954053691727783,0.9136831199372131,0.24852787646556895,0.00124364024468186,0.01929648250619273
Seq_1346,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Plešné,72 h,Oxic,Labelled,14.960254482699817,1.8372407421813204,0.44379987057489445,2.1862208462030024e-6,6.438197308308025e-5
Seq_1003,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,72 h,Oxic,Labelled,15.18054720751884,2.2487616469965928,0.5771512547169992,2.300935469664044e-6,6.640499765450431e-5
Seq_60,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidicaldus,Plešné,72 h,Oxic,Labelled,15.401713099355877,0.9957856637880942,0.2792892876734934,9.344118560286539e-4,0.01481710228845437
Seq_1139,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Plešné,72 h,Oxic,Labelled,15.582207612036795,1.9049642978777452,0.4331811426860771,7.037000423192943e-7,2.5385979026668544e-5
Seq_298,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,Plešné,72 h,Oxic,Labelled,15.937828147653764,1.602853578320583,0.3413864569325586,9.510770895373879e-7,3.119100545914661e-5
Seq_1257,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Unclassified,Plešné,72 h,Oxic,Labelled,16.533341639977845,2.7725445346697675,0.5088166303823912,6.857254533443625e-9,3.412075273020397e-7
Seq_138,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Plešné,72 h,Oxic,Labelled,16.91777536531008,2.7771224893626782,0.9399201261587478,3.261639216463872e-5,8.114733429926496e-4
Seq_1239,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisoma,Plešné,72 h,Oxic,Labelled,18.676158089613285,2.7944582958433215,0.35909067405115136,2.826558730487407e-14,3.707931134630299e-12
Seq_423,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Unclassified,Plešné,72 h,Oxic,Labelled,19.347073661242575,0.7634802275917337,0.20241437381104904,0.002847868164750176,0.03735885237940458
Seq_503,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Plešné,72 h,Oxic,Labelled,19.685660044753146,4.08179311460593,0.7978732670387614,3.3423689033385326e-8,1.5071994773492195e-6
Seq_195,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisoma,Plešné,72 h,Oxic,Labelled,19.903622190250868,1.1667044127274642,0.2864346452637537,9.906946300451355e-5,0.002042246215935901
Seq_221,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Plešné,72 h,Oxic,Labelled,20.317239310299673,2.197798698696505,0.35367960842799545,1.3188157586862166e-10,1.1194418469318885e-8
Seq_276,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Plešné,72 h,Oxic,Labelled,20.56455160332256,2.6701562263065224,0.8254991288844242,1.606294165555235e-5,4.2143317834476444e-4
Seq_571,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Plešné,72 h,Oxic,Labelled,22.147978490334545,1.982391037378164,0.2851632856344742,4.778401616678006e-12,5.304025794512587e-10
Seq_172,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Plešné,72 h,Oxic,Labelled,22.40696844657381,3.18597142653406,0.7619835138584607,1.0577318184265263e-6,3.391793364421061e-5
Seq_533,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Plešné,72 h,Oxic,Labelled,22.937891206561083,3.4755354378611814,0.8140396166204854,8.212466189257385e-7,2.755950863046141e-5
Seq_97,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Unclassified,Plešné,72 h,Oxic,Labelled,23.10832760595969,3.6042451047533626,1.0376823504281565,6.66360481481241e-6,1.8142607071272278e-4
Seq_367,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,72 h,Oxic,Labelled,23.319344695565388,1.207096693997304,0.36444166797692135,4.632624210814945e-4,0.008152288702690202
Seq_299,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,Plešné,72 h,Oxic,Labelled,23.707135774830896,1.3300377643620367,0.3378679343500391,5.093245733069977e-5,0.0011854118698096737
Seq_327,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,72 h,Oxic,Labelled,23.831840638302385,1.9147092103764045,0.40035934383337607,1.59397141499722e-7,6.765002211297025e-6
Seq_565,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidocella,Plešné,72 h,Oxic,Labelled,24.67415525000829,0.8469722351532046,0.22728246160322443,0.0017410990993535166,0.024197423541959858
Seq_203,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,Plešné,72 h,Oxic,Labelled,26.25658501185027,1.1223409397230393,0.2141820163584972,4.672640126812805e-6,1.2966576351905535e-4
Seq_1231,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18 freshwater group,Plešné,72 h,Oxic,Labelled,27.699047807838518,3.64901281384977,0.6970126218548556,2.6887877994606382e-8,1.2515873531037744e-6
Seq_173,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,72 h,Oxic,Labelled,28.535244601792677,2.534079934058345,0.42841183282051776,6.126763408130375e-10,4.018599817241878e-8
Seq_234,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,Plešné,72 h,Oxic,Labelled,28.891229598953224,1.1256401676582621,0.19535666999497556,7.829746229203226e-7,2.690077097319108e-5
Seq_496,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,Plešné,72 h,Oxic,Labelled,31.0872716427183,1.1452987708002416,0.25810850229421584,4.333933098253636e-5,0.0010599771967423723
Seq_333,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Plešné,72 h,Oxic,Labelled,31.557048517163405,4.596832866081491,0.7318115119369745,6.459349361065935e-11,6.21389408534543e-9
Seq_208,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,Plešné,72 h,Oxic,Labelled,33.785937673092256,1.05352000180119,0.2331752732962479,6.67064395117247e-5,0.0014584453365972536
Seq_42,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Plešné,72 h,Oxic,Labelled,42.55992825981639,0.6541099356569834,0.14486443228474463,0.0018924266513199507,0.026007349122425607
Seq_388,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Plešné,72 h,Oxic,Labelled,43.87448073839906,6.374618676171163,1.255141608100739,3.922810053588999e-10,2.830307453664463e-8
Seq_169,Bacteria,Proteobacteria,Gammaproteobacteria,WD260,Unclassified,Unclassified,Plešné,72 h,Oxic,Labelled,44.11850541056499,0.7126311516808246,0.1634011525177648,0.0014354545014121113,0.021803798374080807
Seq_56,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Plešné,72 h,Oxic,Labelled,44.50755856349549,2.587585071588874,0.4170739791315316,1.574451443250331e-10,1.2621852403390155e-8
Seq_136,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Unclassified,Unclassified,Plešné,72 h,Oxic,Labelled,53.76496403501917,2.124731949063512,0.3351885992765451,7.847914750913888e-11,7.077838115980463e-9
Seq_117,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Plešné,72 h,Oxic,Labelled,63.53575784384322,1.3749249100870846,0.20838517344054278,2.797509596643396e-9,1.5526178261370847e-07
Seq_174,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas,Plešné,72 h,Oxic,Labelled,79.04466632842612,1.2577543532635767,0.20347993191161579,4.8461078131386786e-8,2.119070780108822e-6
Seq_85,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Plešné,72 h,Oxic,Labelled,89.95181120136334,1.0818395030553039,0.23703672563200168,4.793993966863988e-5,0.00113405463839094
Seq_129,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Plešné,72 h,Oxic,Labelled,90.34704820218401,1.7310297262398668,0.29653299569517205,4.715144347129544e-9,2.42998331889569e-7
Seq_19,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Plešné,72 h,Oxic,Labelled,100.76255614594726,0.901155084427002,0.190745636541003,1.2621884382798296e-4,0.002565264671039147
Seq_105,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus,Plešné,72 h,Oxic,Labelled,105.84855442372111,2.814088288309043,0.41759840131762777,1.3352517084559501e-11,1.3762630109299542e-9
Seq_200,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus,Plešné,72 h,Oxic,Labelled,113.21446849312561,3.211054938170347,0.4163368544511098,6.130752142984548e-14,7.372229451938918e-12
Seq_77,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Plešné,72 h,Oxic,Labelled,114.13952130583365,1.5524656827632175,0.27120093739559786,2.6398612323189963e-8,1.2515873531037744e-6
Seq_37,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Plešné,72 h,Oxic,Labelled,120.42315556336794,1.0121501290107437,0.22126524388150992,7.788535498702594e-5,0.0016396614483114788
Seq_101,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,Plešné,72 h,Oxic,Labelled,132.7094864483103,2.1013664934182503,0.3591581842598901,9.198898552665167e-10,5.771308961519928e-8
Seq_233,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Telmatospirillum,Plešné,72 h,Oxic,Labelled,141.7285027659669,3.179815700356228,0.5399504511624142,1.4390996069325763e-9,8.652586386682115e-8
Seq_29,Bacteria,Proteobacteria,Gammaproteobacteria,WD260,Unclassified,Unclassified,Plešné,72 h,Oxic,Labelled,142.58753268758971,0.9662819408075553,0.15906369810895818,1.273814781118032e-6,3.910882402453873e-5
Seq_38,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidicaldus,Plešné,72 h,Oxic,Labelled,153.2369159975526,1.8784869138742581,0.22618086947820312,2.992594177435499e-15,5.184764101614421e-13
Seq_44,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Plešné,72 h,Oxic,Labelled,160.09997492722292,3.967453441640292,0.4062935584474816,4.516948443279899e-21,6.517956603652894e-18
Seq_162,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Plešné,72 h,Oxic,Labelled,179.46032443825013,6.026687726936232,0.8223474573428817,3.2337406039175182e-15,5.184764101614421e-13
Seq_26,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,Plešné,72 h,Oxic,Labelled,210.26023485195478,2.4455223917424194,0.3130487977167141,1.468257078396074e-14,2.118694964125535e-12
Seq_74,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Plešné,72 h,Oxic,Labelled,234.60006378459707,5.5261291555956795,0.7296532209769263,2.423021599903872e-15,4.994885955230411e-13
Seq_126,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Plešné,72 h,Oxic,Labelled,270.87498064181193,4.7699250223233465,0.5752712561072998,9.449333383642417e-17,3.4088470181490023e-14
Seq_24,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Plešné,72 h,Oxic,Labelled,280.5356358684123,1.5235307297984455,0.22312791013650526,2.4224717704046323e-10,1.8398035603652024e-8
Seq_16,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Plešné,72 h,Oxic,Labelled,306.19521706229983,0.8999226664063854,0.19879567962625483,2.079063872471156e-4,0.004000118890634504
Seq_49,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Plešné,72 h,Oxic,Labelled,332.7512852347301,5.2445679384288075,0.5925854937488408,3.7167964375104253e-19,2.681668629663772e-16
