ASV,Kingdom,Phylum,Class,Order,Family,Genus,Site,Hours,Oxygen,Label,baseMean,log2FoldChange,lfcSE,pvalue,padj
Seq_374,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,Čertovo,24 h,Oxic,Labelled,17.47066638945057,1.1706699484599659,0.32660361110789554,1.8305917594433753e-5,5.361018724084171e-4
Seq_331,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,24 h,Oxic,Labelled,18.43271864075844,0.8000037284731699,0.2410044684092253,7.233382003386681e-4,0.014978215259538076
Seq_163,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Unclassified,Unclassified,Čertovo,24 h,Oxic,Labelled,18.873884897871314,0.9130224689074458,0.29179042077001693,3.272163339953679e-4,0.006987432132192752
Seq_202,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Unclassified,Čertovo,24 h,Oxic,Labelled,18.9495276519543,2.0722477645584023,0.34416536670641773,9.316584931997396e-9,4.897179259126836e-7
Seq_914,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Unclassified,Čertovo,24 h,Oxic,Labelled,19.81153384283198,3.955355175452856,0.7092117719674266,2.1179442980055553e-8,1.009717630444509e-6
Seq_1044,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Čertovo,24 h,Oxic,Labelled,20.631154941279103,3.175720362349177,0.8879700508949329,2.4147341347895036e-5,6.781102707285593e-4
Seq_821,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Čertovo,24 h,Oxic,Labelled,23.062676440653288,3.3116545670338313,0.3828539897560465,3.141105553551776e-16,8.049082980976426e-14
Seq_693,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,Čertovo,24 h,Oxic,Labelled,23.21415764930104,2.1043000547736437,0.38470557678699796,8.228752544036744e-8,3.442641370464352e-6
Seq_372,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,24 h,Oxic,Labelled,26.0592659883555,1.4234712506226086,0.2879120725432919,1.065720788658084e-7,4.369455233498144e-6
Seq_367,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Čertovo,24 h,Oxic,Labelled,26.140204875723317,1.0528523635494655,0.28576602571278137,3.071817481647818e-5,8.285823470234246e-4
Seq_77,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Čertovo,24 h,Oxic,Labelled,27.065770363881654,0.7580413901241847,0.21059519356611167,7.55581980208171e-4,0.015489430594267505
Seq_430,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,24 h,Oxic,Labelled,27.709621548209906,1.9229224999869754,0.3199944553165719,7.020757004320407e-9,3.787513647067588e-7
Seq_651,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila,Čertovo,24 h,Oxic,Labelled,28.539690096233848,2.1074165211263973,0.36217094121358967,2.2240946718645076e-8,1.0362259266641456e-6
Seq_546,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,Čertovo,24 h,Oxic,Labelled,31.37842892652538,3.723904647311457,0.6325309099501687,6.0286769712499425e-9,3.3402129165033463e-7
Seq_533,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Čertovo,24 h,Oxic,Labelled,33.32060646045986,3.036140834586538,0.6610719136976255,2.178413797535795e-6,7.320898827784229e-5
Seq_672,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Unclassified,Čertovo,24 h,Oxic,Labelled,35.52448119206725,3.7046990112804354,0.5475129165544675,4.696930510189781e-11,4.376685248131387e-9
Seq_707,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Čertovo,24 h,Oxic,Labelled,37.19737478533364,2.8498486462617354,0.41251147990463194,8.07387938952881e-11,6.896438645222525e-9
Seq_1072,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Čertovo,24 h,Oxic,Labelled,39.2998906774217,6.165694227714114,0.9340728870294746,2.8526772547818313e-12,3.0778886170014497e-10
Seq_405,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,24 h,Oxic,Labelled,39.98405932210069,1.1464040165008493,0.2438266623660847,7.778729507010127e-7,2.7976132437492564e-5
Seq_221,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Čertovo,24 h,Oxic,Labelled,40.15346608906018,1.1959914282463484,0.22429497710274132,5.839700829183757e-8,2.49403889579723e-6
Seq_817,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Čertovo,24 h,Oxic,Labelled,40.4932104871587,4.229982870064275,0.6751555331598452,3.9640155550011086e-10,3.250492755100909e-8
Seq_1198,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Čertovo,24 h,Oxic,Labelled,41.39895904628438,4.489237441093239,1.010700398871442,1.2250982250617393e-6,4.256697222672145e-5
Seq_600,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Čertovo,24 h,Oxic,Labelled,42.918344188103774,2.938350870703096,0.45420334872683527,8.104794445604843e-10,6.153640227218491e-8
Seq_16,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Čertovo,24 h,Oxic,Labelled,43.2174751954595,0.696856990612075,0.14986436760895017,2.7337163074096007e-4,0.006091433076293133
Seq_192,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidicaldus,Čertovo,24 h,Oxic,Labelled,43.53286983862863,1.0020981973727152,0.18013136054083784,2.812681912192455e-7,1.087924135848025e-5
Seq_955,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Čertovo,24 h,Oxic,Labelled,47.38046056139244,4.94618139496897,0.828356475970496,7.197619327560104e-10,5.6750460082685434e-8
Seq_414,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila,Čertovo,24 h,Oxic,Labelled,47.96955828178534,2.1719808898914206,0.2811809427141695,2.030146482102361e-12,2.3121112712832446e-10
Seq_388,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Čertovo,24 h,Oxic,Labelled,52.13148727896647,5.664483946390892,1.0773629938185825,9.563049073631625e-9,4.901062650236207e-7
Seq_257,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodopila,Čertovo,24 h,Oxic,Labelled,52.6366430175182,1.045076930347595,0.19616333082309934,3.211632486768085e-7,1.2192308514582545e-5
Seq_85,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,24 h,Oxic,Labelled,60.52801996549126,1.1503628218713418,0.1895075280903071,5.6616113242784324e-9,3.2239731152141073e-7
Seq_153,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,24 h,Oxic,Labelled,61.71293448169311,0.9814716264198683,0.22079651158161984,9.326767598034034e-6,2.853712474025339e-4
Seq_292,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,24 h,Oxic,Labelled,71.31628669422484,0.6803336904294319,0.16517806392856682,8.646767709451453e-4,0.017550370103342056
Seq_569,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Čertovo,24 h,Oxic,Labelled,71.72693140587702,5.129476590753454,0.9024974613791634,2.5290704152660198e-9,1.7281981170984467e-7
Seq_136,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Unclassified,Unclassified,Čertovo,24 h,Oxic,Labelled,74.75011762427448,1.3077411739651716,0.2487511139817783,3.9780734473834464e-8,1.7351171419438437e-6
Seq_378,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Čertovo,24 h,Oxic,Labelled,84.9527649585786,3.2286264262515574,0.5159892898551734,1.6797986463038083e-9,1.1874438706630368e-7
Seq_408,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Elsteraceae,Aliidongia,Čertovo,24 h,Oxic,Labelled,93.86591106385829,3.8684368494059247,0.5813372364970595,7.126378678194288e-11,6.351772300129692e-9
Seq_109,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,24 h,Oxic,Labelled,97.04237788522418,1.088015612661845,0.2570220665370784,5.345761899254156e-6,1.6604260444653062e-4
Seq_200,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus,Čertovo,24 h,Oxic,Labelled,100.44194404720142,4.460916282696111,0.8391789668821044,3.894213899665435e-8,1.7351171419438437e-6
Seq_431,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,Čertovo,24 h,Oxic,Labelled,103.70587952755069,3.496763532126281,0.38841106644049583,1.4003508107490295e-17,6.114885635227202e-15
Seq_519,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Čertovo,24 h,Oxic,Labelled,108.13070256854435,3.1992719832908616,0.4573081622346515,2.6736688834337486e-11,2.7405106055195925e-9
Seq_333,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Čertovo,24 h,Oxic,Labelled,115.84234171958914,4.81215765730238,0.598537828804044,1.678836299303101e-15,3.128740375973961e-13
Seq_24,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Čertovo,24 h,Oxic,Labelled,127.42122355451716,0.8454398972036621,0.1105942332729196,4.095036582469333e-9,2.54388636183701e-7
Seq_302,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Čertovo,24 h,Oxic,Labelled,186.97557560607254,2.3798766006001446,0.37809557917162046,3.4493103631127178e-9,2.2189814281071679e-7
Seq_138,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Čertovo,24 h,Oxic,Labelled,211.43311008252053,3.9200417403491534,0.5199696842144973,2.5170089327496067e-13,3.035216654198055e-11
Seq_55,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,24 h,Oxic,Labelled,216.36876951667134,0.7826562677226494,0.14723175752664908,1.7937037601209697e-5,5.329119867026069e-4
Seq_172,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Čertovo,24 h,Oxic,Labelled,258.52224496117964,4.012366225643836,0.5064150122454801,1.541793902273772e-14,2.257626785472309e-12
Seq_74,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Čertovo,24 h,Oxic,Labelled,270.41517959443763,5.129166545879893,0.6024515582359158,2.714716076782374e-17,9.275279929006444e-15
Seq_276,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Čertovo,24 h,Oxic,Labelled,278.8953590375544,4.314056696446292,0.4912546882648402,1.4914355207871224e-17,6.114885635227202e-15
Seq_105,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus,Čertovo,24 h,Oxic,Labelled,291.7326699136645,4.690660008219685,0.6172912437243819,4.68661799905431e-14,6.405044598707556e-12
Seq_19,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Čertovo,24 h,Oxic,Labelled,317.8561494630603,0.6541136053196244,0.11478448645507829,6.461093071065811e-5,0.0016352149130475203
Seq_122,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Čertovo,24 h,Oxic,Labelled,342.07098903564196,4.293703805417372,0.5738452917519513,1.9822930927819092e-13,2.5398130251268212e-11
Seq_26,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,Čertovo,24 h,Oxic,Labelled,399.78239682582495,2.452754651377368,0.27571937068130037,5.192040217188117e-16,1.1826313828039597e-13
Seq_49,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Čertovo,24 h,Oxic,Labelled,443.37679107062246,5.127415166334062,0.6331542454433006,6.3444384654497e-16,1.3006098854171884e-13
Seq_97,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Unclassified,Čertovo,24 h,Oxic,Labelled,496.7523166925722,4.447689529654726,0.5507272587203056,2.4208805082350455e-15,4.13567086823487e-13
Seq_41,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Čertovo,24 h,Oxic,Labelled,676.398673817657,2.8422161550699605,0.30132875574632906,2.6738476504709825e-18,2.740693841732757e-15
Seq_44,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Čertovo,24 h,Oxic,Labelled,798.1624068594176,4.564938338324292,0.5367880530534562,8.070957861482882e-17,2.3636376594342722e-14
Seq_20,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Čertovo,24 h,Oxic,Labelled,2025.3278946333223,5.4961752574241585,0.6062059021073454,1.628095083864523e-19,3.337594921922272e-16
Seq_15,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Čertovo,24 h,Oxic,Labelled,2231.553372363541,4.613863415194427,0.5290854913689944,1.3783360000387506e-17,6.114885635227202e-15
Seq_8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Čertovo,24 h,Oxic,Labelled,3460.4807753673044,4.108641043836579,0.51629223674778435,1.0181929750755331e-14,1.6056119991575713e-12
Seq_1833,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Unclassified,Čertovo,48 h,Oxic,Labelled,1.23745842607655,1.9335321881892316,1.5815262799005079,0.0023017826759779677,0.04854668916608077
Seq_4612,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Čertovo,48 h,Oxic,Labelled,1.7289359650001956,3.8683558704624974,1.041793565020892,1.9099146865594736e-5,5.944027170853387e-4
Seq_3641,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Unclassified,Čertovo,48 h,Oxic,Labelled,2.171973199975043,3.2249426491162656,1.542844021040464,3.3584518989755757e-4,0.008402714947240852
Seq_2786,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Unclassified,Čertovo,48 h,Oxic,Labelled,2.293963918487001,2.6830984048288498,1.8122488796822322,0.0010199118913689486,0.023448785106068078
Seq_162,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Čertovo,48 h,Oxic,Labelled,2.399321034903357,4.207323559058293,1.1259879657303389,1.55493095099468e-5,5.087415111459517e-4
Seq_3603,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Unclassified,Čertovo,48 h,Oxic,Labelled,2.509535346490607,4.132199267684274,1.281101218390956,4.13376754508466e-5,0.0012125718132248336
Seq_2780,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,48 h,Oxic,Labelled,2.582150026904312,4.439635904919092,0.9985126966488221,2.225507187129386e-6,8.476857226200288e-5
Seq_2375,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Unclassified,Unclassified,Čertovo,48 h,Oxic,Labelled,2.686801929402606,3.033173325254819,1.6053562968386232,4.856946523929316e-4,0.011693327857610958
Seq_350,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Čertovo,48 h,Oxic,Labelled,2.8180909729173615,3.3652960883435132,1.7029213897044282,3.644955582592722e-4,0.009030996744443326
Seq_2811,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Čertovo,48 h,Oxic,Labelled,3.22145827631057,2.7850460425410555,1.5902314949763399,6.623545018391622e-4,0.015507602648564605
Seq_2390,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Unclassified,Čertovo,48 h,Oxic,Labelled,3.734400987527935,3.571137715838,1.236593817998175,9.068419279934619e-5,0.0025431435167464996
Seq_2033,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,Čertovo,48 h,Oxic,Labelled,3.9003540978685356,4.856115318193189,1.0879491676742803,1.5403747256554623e-6,5.956115605867787e-5
Seq_1558,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Čertovo,48 h,Oxic,Labelled,3.9095158643771284,1.9775164327927854,1.057005951817112,6.56755499563603e-4,0.015507602648564605
Seq_2992,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Edaphobacter,Čertovo,48 h,Oxic,Labelled,4.191404000181151,4.523316502460682,1.1467087065288764,8.189350794893238e-6,2.943552567403879e-4
Seq_2546,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Čertovo,48 h,Oxic,Labelled,4.910680645916576,4.144782535318046,1.887999946309602,1.6393222030614942e-4,0.004312938414652508
Seq_2808,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,Čertovo,48 h,Oxic,Labelled,5.216588047812834,4.426863140495328,1.1565180075697763,1.131184327978516e-5,3.901057304055639e-4
Seq_3164,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Čertovo,48 h,Oxic,Labelled,5.312886458132824,2.5525734356789833,2.3438055758736867,0.0014480769162688784,0.03185769215791533
Seq_198,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella,Čertovo,48 h,Oxic,Labelled,5.66787453782961,2.6981703761914013,2.368134669515769,0.0012244836281732727,0.027900734099091
Seq_658,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,48 h,Oxic,Labelled,5.701933489889463,1.5448851408126445,1.1137329377801515,0.0020383646521109086,0.0440839541710766
Seq_2181,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,Čertovo,48 h,Oxic,Labelled,5.944208297637151,4.853073898141947,1.509790290844175,2.575872236649478e-5,7.825745176106509e-4
Seq_2640,Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Čertovo,48 h,Oxic,Labelled,6.1018184368684585,4.949618273149517,1.4501174981947744,1.7271603956407554e-5,5.555955757503229e-4
Seq_1111,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,48 h,Oxic,Labelled,6.349740280591124,2.2294084787523363,0.578786922146886,1.1656834453485414e-5,3.9664322033726364e-4
Seq_2220,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Čertovo,48 h,Oxic,Labelled,6.931043967813082,5.277304518162614,1.0227131784911225,6.789468623909228e-8,3.208652579299324e-6
Seq_2153,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Unclassified,Unclassified,Čertovo,48 h,Oxic,Labelled,7.156288702524102,5.431952020440778,0.9383819064472083,2.5921184537999543e-9,1.6537715735243707e-7
Seq_1001,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,Čertovo,48 h,Oxic,Labelled,7.436584484497992,4.725673696180264,0.9365108118258755,1.8992475423002507e-7,8.356689186121103e-6
Seq_320,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,Čertovo,48 h,Oxic,Labelled,7.619981064109676,1.0947178258504147,0.604562202870069,0.0013392613188718465,0.030037652902512965
Seq_1183,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Čertovo,48 h,Oxic,Labelled,7.754414139356369,2.786632566579685,0.7869258884872908,3.0964832903534944e-5,9.188634136025718e-4
Seq_1453,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Čertovo,48 h,Oxic,Labelled,8.500871273367892,3.0380281595215854,0.535399869797386,4.6379335036040086e-8,2.276155057922583e-6
Seq_1724,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Čertovo,48 h,Oxic,Labelled,8.560598253192122,4.197161712680469,0.6845087253106195,1.472513382473653e-9,9.889089873875692e-8
Seq_1463,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Čertovo,48 h,Oxic,Labelled,8.563968253814092,3.675026095510075,0.5853132900793115,1.1602723814124568e-9,8.02300054643933e-8
Seq_1058,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,Čertovo,48 h,Oxic,Labelled,8.893642975088316,2.202556975840436,0.644594956170261,3.000775839885142e-5,9.00938816869045e-4
Seq_1460,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Čertovo,48 h,Oxic,Labelled,8.94082036848904,2.173517342437097,0.8350236329110043,1.564100125157443e-4,0.004157899499376869
Seq_989,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,48 h,Oxic,Labelled,8.951417747928984,2.011493507171633,0.41953962071590994,6.901763010871572e-7,2.8200442247925084e-5
Seq_844,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,48 h,Oxic,Labelled,9.138674618590288,1.823155573695799,0.6971361878991372,1.326934056036951e-4,0.00356456390632242
Seq_937,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Čertovo,48 h,Oxic,Labelled,9.249342963016748,1.534444477471892,0.5631546800714501,9.226601791409574e-5,0.0025593791056170907
Seq_679,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,48 h,Oxic,Labelled,9.287446139052214,1.1140512743634619,0.4084777439043051,1.705318901341806e-4,0.004440789628800295
Seq_1610,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Čertovo,48 h,Oxic,Labelled,9.366715092698293,3.9955738866583355,0.8239513453291919,7.493351642246053e-7,2.9420051370787584e-5
Seq_298,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,Čertovo,48 h,Oxic,Labelled,9.47452054390909,2.10387589657654,0.5475929100381214,1.0358499921832041e-5,3.671512750071579e-4
Seq_1105,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Unclassified,Čertovo,48 h,Oxic,Labelled,9.58163084952347,2.224298430455255,0.5840123408337557,1.2815495857238909e-5,4.247421484113467e-4
Seq_731,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,48 h,Oxic,Labelled,10.112385050623603,0.8686270681830692,0.44266688192829867,0.0023703721399237986,0.04958352214004536
Seq_1806,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Čertovo,48 h,Oxic,Labelled,10.917398880141198,5.309572558939487,1.162478975947407,7.263711871448259e-7,2.8964051087399935e-5
Seq_2045,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Čertovo,48 h,Oxic,Labelled,11.412992827386487,3.5369445153472414,1.9642383886686159,3.9536665377271866e-4,0.009701689427192097
Seq_164,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila,Čertovo,48 h,Oxic,Labelled,11.446474247860234,2.9398477834236227,0.5193052995742498,5.2598996168046994e-8,2.532691287185961e-6
Seq_626,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidicaldus,Čertovo,48 h,Oxic,Labelled,11.924680309043922,1.373197530207486,0.5771886560110964,2.3210095916511293e-4,0.005983046947367355
Seq_1061,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidicapsa,Čertovo,48 h,Oxic,Labelled,12.02460091731236,1.911274075692504,0.5593675057739662,2.246725466135018e-5,6.908004083827188e-4
Seq_838,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,48 h,Oxic,Labelled,12.421024235143278,1.7077317828100438,0.6335824140419214,1.0469985458503663e-4,0.002873054074204446
Seq_1012,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Čertovo,48 h,Oxic,Labelled,13.461275125265246,2.5226717068504194,0.3855956516687093,1.046937946657527e-9,7.633673256771454e-8
Seq_405,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,48 h,Oxic,Labelled,13.86768431517507,2.1307310716305166,0.5155015221139722,5.246592034800829e-6,1.9127575532588165e-4
Seq_884,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Čertovo,48 h,Oxic,Labelled,14.013406570737653,0.8996370935013139,0.40573494154048045,0.0013724858835243172,0.03045725195438311
Seq_479,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,48 h,Oxic,Labelled,14.75778860642007,2.898718795710689,0.4912555644200488,1.8116961939819894e-8,9.63218476467091e-7
Seq_2267,Bacteria,Firmicutes,Bacilli,Entomoplasmatales,Candidatus Spiroplasma,Unclassified,Čertovo,48 h,Oxic,Labelled,15.383142355855066,6.575150512166064,1.0827410307029546,1.4849943161419612e-10,1.306794998204926e-8
Seq_331,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,48 h,Oxic,Labelled,15.727748156472574,1.1387070968829411,0.31872858712544155,1.7544564130690045e-5,5.555955757503229e-4
