Comparison,ASV,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Plesne & Oxic & Labelled,Seq_600,1.823431757925927,3.5588305899425725,1.0004140296367345,3.5573577384104036,1.8730192645269146e-4,0.0027684138397641713
Plesne & Oxic & Labelled,Seq_1133,1.7348454018684742,1.7157314938232764,0.5212135542325189,3.29180137371844,4.977394626887359e-4,0.006752913008717327
Plesne & Oxic & Labelled,Seq_2811,1.6096865945308831,3.585904516102857,0.7065035154936221,5.075565000688561,1.931731255184736e-7,4.74579381341331e-6
Plesne & Oxic & Labelled,Seq_2712,1.5878703267855514,1.9440493836270378,0.700301826272273,2.7760164413325454,0.0027514712797665365,0.028810962826069913
Plesne & Oxic & Labelled,Seq_627,1.4983800310801405,3.967089151784906,1.1159829742416283,3.5547936154498783,1.8913794486470118e-4,0.0027730063206776352
Plesne & Oxic & Labelled,Seq_3801,1.4916156962505605,3.4964563881449626,0.7170605402910296,4.87609649629566,5.410284575673397e-7,1.2610124818684917e-5
Plesne & Oxic & Labelled,Seq_2892,1.4325733524054858,2.111556666818486,0.6495908998329516,3.250594593245522,5.7581974913843e-4,0.007697355175982836
Plesne & Oxic & Labelled,Seq_1957,1.4153770435148147,2.378461090356576,0.6674444063764894,3.563534382240284,1.82947372045949e-4,0.0027262157572093054
Plesne & Oxic & Labelled,Seq_3387,1.3915983001331613,1.4105348505380049,0.5344855641674112,2.63905135162116,0.004156919319057251,0.0408501584975464
Plesne & Oxic & Labelled,Seq_688,1.3497775596538046,2.9205032434347906,0.7498951299860044,3.894548886441358,4.919082491057784e-5,8.204488044718396e-4
Plesne & Oxic & Labelled,Seq_1624,1.3095827469962495,2.8912981205489956,0.849198252003074,3.4047386622959386,3.311370031023731e-4,0.0047031802471883925
Plesne & Oxic & Labelled,Seq_3530,1.2396459034798017,1.339387950151153,0.5197638926589085,2.5769161133901948,0.0049843069881120895,0.047944286266602
Plesne & Oxic & Labelled,Seq_2033,1.2174329778778734,3.8167493833995714,1.2525735665379658,3.0471259216724693,0.0011552045026301974,0.013509089384727283
Plesne & Oxic & Labelled,Seq_2426,1.0921447797632613,3.0826316520166683,1.0860287078887536,2.8384439836855906,0.002266703788562824,0.02452897314051913
Plesne & Oxic & Labelled,Seq_2582,1.0901452665125573,1.831534013301091,0.640454409816232,2.8597414355014275,0.0021199327151030104,0.023079576239829713
Plesne & Oxic & Labelled,Seq_1942,1.0621982743807954,1.7489063032996692,0.6033956853172274,2.898440187520076,0.001875119162432154,0.02091390575031691
Plesne & Oxic & Labelled,Seq_1200,1.0334795787309774,3.183451573763831,1.2057304829963966,2.640267969216919,0.004142024847640078,0.0408501584975464
